id,title,owner,status,project_id,project_name,stage,prd_path,tech_solution_path,project_path,git_repo,deployment_url,prd_confirmation,tech_expectations,acceptance,last_update,engine,target,game_type,notes
P-20260430-004,,,active,PRJ-20260428-001,whack-a-mole-3d,,,,,https://github.com/YeLuo45/whack-a-mole-3d,,timeout-approved,timeout-approved（技术栈继承V3：Three.js 0.160.0 CDN + Vanilla JS 单文件）,accepted,,,,,
P-20260430-005,,,active,PRJ-20260428-001,whack-a-mole-3d,,,,,https://github.com/YeLuo45/whack-a-mole-3d,,timeout-approved,timeout-approved（技术栈继承V3：Three.js 0.160.0 CDN + Vanilla JS 单文件）,accepted,,,,,
P-20260427-001,,,in_dev,PRJ-20260428-002,flight-chess-3d,,,,,https://github.com/YeLuo45/flight-chess-3d,,confirmed,confirmed,accepted,,,,,
P-20260502-004,,,in_dev,PRJ-20260428-002,flight-chess-3d,,,,,https://github.com/YeLuo45/flight-chess-3d,,confirmed,confirmed,accepted,,,,,
P-20260502-005,,,active,PRJ-20260428-002,flight-chess-3d,,,,,https://github.com/YeLuo45/flight-chess-3d,,,,accepted,,,,,
P-20260504-3032,,,in_dev,PRJ-20260428-002,flight-chess-3d,,,,,https://github.com/YeLuo45/flight-chess-3d,,confirmed,confirmed,accepted,,,,,
P-20260504-3035,,,active,PRJ-20260428-002,flight-chess-3d,,,,,https://github.com/YeLuo45/flight-chess-3d,,,,accepted,,,,,
P-20260504-3040,,,in_dev,PRJ-20260428-002,flight-chess-3d,,,,,https://github.com/YeLuo45/flight-chess-3d,,confirmed,timeout-approved（继承V1技术栈）,,,,,,
P-20260504-3041,,,in_dev,PRJ-20260428-002,flight-chess-3d,,,,,https://github.com/YeLuo45/flight-chess-3d,,confirmed,timeout-approved（继承V1技术栈）,,,,,,
P-20260504-3043,,,in_dev,PRJ-20260428-002,flight-chess-3d,,,,,https://github.com/YeLuo45/flight-chess-3d,,confirmed,timeout-approved（继承V1技术栈）,,,,,,
P-20260430-006,,,active,PRJ-20260430-001,tower-baby-guard,,,,,https://github.com/YeLuo45/tower-baby-guard,,N/A (direct to dev),N/A (direct to dev),accepted,,,,,
P-20260430-007,,,active,PRJ-20260430-002,doc-editor,,,,,https://github.com/YeLuo45/doc-editor,,timeout-approved (快速启动),confirmed (默认最优),accepted,,,,,
P-20260509-001,,,active,PRJ-20260509-001,trading-agents-design,,,,,https://github.com/YeLuo45/trading-agents-design,,,,accepted,,,,,
P-20260511-001,,,active,PRJ-20260511-003,astrbot-design,,,,,https://github.com/Sonic-Yoda/AstrBot,,,,pending,,,,,
P-20260511-002,,,active,PRJ-20260511-004,autoagent-design,,,,,https://github.com/SINOG2/AutoAgent,,,,pending,,,,,
P-20260511-003,,,active,PRJ-20260511-005,bmad-method-design,,,,,https://github.com/BMAD/BMAD-METHOD,,,,pending,,,,,
P-20260511-004,,,active,PRJ-20260511-006,chatdev-design,,,,,https://github.com/OpenBMB/ChatDev,,,,pending,,,,,
P-20260511-005,,,active,PRJ-20260511-007,deepcode-design,,,,,https://github.com/HKUDS/DeepCode,,,,pending,,,,,
P-20260511-006,,,active,PRJ-20260511-008,deepseek-coder-design,,,,,https://github.com/deepseek-ai/DeepSeek-Coder,,,,pending,,,,,
P-20260515-001,,,approved_for_dev,PRJ-20260515-001,thunderbolt-design,,,,,https://github.com/YeLuo45/thunderbolt-design,,confirmed,timeout-approved,pending,,,,,
P-20260515-002,,,deployed,PRJ-20260515-004,generic-agent-design,,,,,https://github.com/yeluo45/generic-agent-design,,,,,,,,,
P-20260515-003,,,deployed,PRJ-20260515-005,open-space-design,,,,,https://github.com/yeluo45/open-space-design,,,,,,,,,
P-20260515-004,,,deployed,PRJ-20260515-006,scrapling-design,,,,,https://github.com/yeluo45/scrapling-design,,,,,,,,,
P-20260515-005,,,deployed,PRJ-20260515-007,claude-code-design,,,,,https://github.com/yeluo45/claude-code-design,,,,,,,,,
P-20260515-006,,,deployed,PRJ-20260515-008,claudecodesrc-design,,,,,https://github.com/yeluo45/claudecodesrc-design,,,,,,,,,
P-20260515-007,,,deployed,PRJ-20260515-009,freqtrade-develop-design,,,,,https://github.com/yeluo45/freqtrade-develop-design,,,,,,,,,
P-20260515-008,,,deployed,PRJ-20260515-010,langcli-design,,,,,https://github.com/yeluo45/langcli-design,,,,,,,,,
P-20260515-009,,,deployed,PRJ-20260515-011,ohmypi-design,,,,,https://github.com/yeluo45/ohmypi-design,,,,,,,,,
P-20260515-010,,,deployed,PRJ-20260515-012,opencode-dev-design,,,,,https://github.com/yeluo45/opencode-dev-design,,,,,,,,,
P-20260515-011,,,deployed,PRJ-20260515-013,ruflo-design,,,,,https://github.com/yeluo45/ruflo-design,,,,,,,,,
P-20260515-012,,,deployed,PRJ-20260515-014,nodeskclaw-design,,,,,https://github.com/yeluo45/nodeskclaw-design,,,,,,,,,
P-20260515-013,,,deployed,PRJ-20260515-015,spec-kit-design,,,,,https://github.com/yeluo45/spec-kit-design,,,,,,,,,
P-20260513-002,,,in_dev,agent-记忆系统-跨-session-llm-决策记忆,agent-记忆系统-跨-session-llm-决策记忆,,,,,,,timeout-approved,timeout-approved,pending,,,,,
P-20260512-003,,,archived,cultivation-simulator,cultivation-simulator,,,,,https://github.com/YeLuo45/cultivation-simulator,,pending,pending,pending,,,,,
P-20260513-003,,,active,github-repo-manager,github-repo-manager,,,,,https://github.com/YeLuo45/github-repo-manager,,,timeout-approved,accepted,,,,,
P-20260515-014,worldmonitor-design V1,coordinator,deployed,PRJ-20260515-016,worldmonitor-design,proposal,,,/home/hermes/.hermes/proposals/workspace-dev/worldmonitor-design/proposals,https://github.com/yeluo45/worldmonitor-design,,,,,2026-05-15,,,,
